source,company,vertical,region,owner_contact,channel,message_variant,response,objection,proof_walkthrough_status,checkout_status,activation_status,next_state,touch_count,spend_cents,notes,source_url,contact_url,batch,email,email_source_page,email_confidence,crawl_status
nationwide_research,Independent HVAC,hvac,Atlanta GA,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,"reputable heating, ventilation, and air conditioning company based in Atlanta",https://local.yahoo.com/info-231995543-independent-hvac-atlanta/,https://local.yahoo.com/info-231995543-independent-hvac-atlanta/,nationwide,,,,crawled
nationwide_research,Right Hand Roofing,roofing,Atlanta GA,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local and family owned; deep roots in the Atlanta community,https://www.right-handroofing.com/,https://www.right-handroofing.com/,nationwide,rhr@right-handroofing.com,https://www.right-handroofing.com/,medium,crawled
nationwide_research,Accent Roofing Service,roofing,Atlanta GA,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned & operated; serving the Atlanta & Athens areas since 1989,https://accentroofingservice.com/,https://accentroofingservice.com/,nationwide,,,,crawled
nationwide_research,Meer Electric,electrician,Atlanta GA,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,"family owned; in business since 1984; serving Alpharetta, Roswell and Atlanta Area",https://www.meerelectric.com/,https://www.meerelectric.com/,nationwide,info@meerelectric.com,https://www.meerelectric.com/contact/,medium,crawled
nationwide_research,"Bryco Electric, Inc.",electrician,Atlanta GA,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned and operated master electrical contractor; serving the Atlanta area for more than 40 years,https://brycoelectric.com/,https://brycoelectric.com/,nationwide,,,,crawled
nationwide_research,Aaron Overhead Garage Door Repair,garage_door,Atlanta GA,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,"local, family-owned; founded on the concept of WOW CUSTOMER SERVICE",https://aaronoverheaddoors.com/,https://aaronoverheaddoors.com/,nationwide,,,,crawled
nationwide_research,Superior Garage Doors,garage_door,Atlanta GA,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,"local, family owned company; provide residential and commercial garage door service and repair since 2008",https://superiorgaragedoorsatlanta.com/,https://superiorgaragedoorsatlanta.com/,nationwide,,,,crawled
nationwide_research,Metro Garage Doors,garage_door,Atlanta GA,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned in Atlanta since 1979; same-day service available today,https://www.metrogaragedoorsinc.com/,https://www.metrogaragedoorsinc.com/,nationwide,hello@metrogaragedoorsinc.com,https://www.metrogaragedoorsinc.com/contact/,high,crawled
nationwide_research,The Electrician,electrician,Atlanta GA,Howard,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned & operated; over 30 years experience,https://theelectricianatlanta.com/,https://theelectricianatlanta.com/,nationwide,info@electricianatl.com,https://theelectricianatlanta.com/,medium,crawled
nationwide_research,Mosaic Roofing,roofing,Atlanta GA,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,locally owned; 20+ years experience; free roof inspections,https://mosaicroofingcompany.com/,https://mosaicroofingcompany.com/,nationwide,info@mosaicroofingcompany.com,https://mosaicroofingcompany.com/,medium,crawled
nationwide_research,Academy Roofing,roofing,Atlanta GA,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,leader in the Atlanta roofing industry for over 30 years,https://academyroofing.co/,https://academyroofing.co/,nationwide,info@academyroofing.co,https://academyroofing.co/,medium,crawled
nationwide_research,Plumbing Express,plumbing,Atlanta GA,Tyrus,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,small business; over 35 years experience,https://www.plumbingexpress.com/,https://www.scheller.gatech.edu/directory/businesses/plumbing-express.html,nationwide,ty@plumbingexpress.net,https://www.scheller.gatech.edu/directory/businesses/plumbing-express.html,high,crawled
nationwide_research,B. Tucker Heating & Air,hvac,Atlanta GA,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned business; residential & light commercial systems,https://btuckerhvac.com/atlanta,https://btuckerhvac.com/atlanta,nationwide,btuckerheatingandair@gmail.com,https://btuckerhvac.com/atlanta,medium,crawled
nationwide_research,Penco Electrical Contractors,electrician,Atlanta GA,Kristen,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned; community-focused specialist in electrical services; since 1983,https://www.pencoelectric.com/,https://www.pencoelectric.com/,nationwide,,,,crawled
nationwide_research,All 4 Seasons Garage Doors,garage_door,Atlanta GA,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned and operated business; combined 150 years of expertise,https://gagaragedoor.com/,https://gagaragedoor.com/,nationwide,info@gagaragedoor.com,https://gagaragedoor.com/contact-us/,high,crawled
nationwide_research,Blueway Garage Door Service,garage_door,Atlanta GA,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,"locally owned garage door repair company; residential garage door repair, installation, and maintenance",https://sites.google.com/view/blueway-garage-door-service/,https://sites.google.com/view/blueway-garage-door-service/,nationwide,bluewaygaragedoors@gmail.com,https://sites.google.com/view/blueway-garage-door-service/,medium,crawled
nationwide_research,Good Guys Plumbing,plumbing,Atlanta GA,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,"licensed and insured local plumbing business; small, locally-owned independent plumbers",https://www.ggpatl.com/,https://www.ggpatl.com/,nationwide,goodguysplumbingatl@gmail.com,https://www.ggpatl.com/,high,crawled
nationwide_research,Statewide Roofing,roofing,Atlanta GA,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,small business; women-owned; best roofing service at a reasonable price,https://www.yelp.com/biz/statewide-roofing-atlanta-5,https://www.yelp.com/biz/statewide-roofing-atlanta-5,nationwide,,,,crawled
nationwide_research,High Electrical,electrician,Atlanta GA,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned company; residential and commercial properties,https://www.highelectrical.com/,https://www.highelectrical.com/,nationwide,george@highelectrical.com,https://www.highelectrical.com/contact/,high,crawled
nationwide_research,JM Garage and Gates,garage_door,Atlanta GA,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,small business owner; garage door repair and replacement service,https://jmgarageandgates.com/,https://jmgarageandgates.com/,nationwide,service@jmgarageandgates.com,https://jmgarageandgates.com/,medium,crawled
nationwide_research,Georgia Home Heating & Air,hvac,Atlanta GA,Barrett,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,"small, family-owned team; independent shop; 30 years of experience",https://georgiahomeac.com/,https://georgiahomeac.com/,nationwide,georgiahome@georgiahomeac.com,https://georgiahomeac.com/,medium,crawled
nationwide_research,Carter & Sons HVAC,hvac,Atlanta GA,John,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned and operated business; serving the North Atlanta metro area for 30 years,https://carterandsonshvac.com/,https://carterandsonshvac.com/,nationwide,contactus@carterandsonshvac.com,https://carterandsonshvac.com/contact/,medium,crawled
nationwide_research,Kerwin Plumbing,plumbing,Denver CO,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,second-generation family-owned plumbing company,https://kerwinplumbing.com/,https://kerwinplumbing.com/plumber-denver-co/,nationwide,info@kerwinplumbing.com,https://kerwinplumbing.com/plumber-denver-co/,medium,crawled
nationwide_research,My Denver Plumber,plumbing,Denver CO,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local Denver plumber; residential and commercial,https://mydenverplumber.net/,https://mydenverplumber.net/contact/,nationwide,info@mydenverplumber.net,https://mydenverplumber.net/contact/,medium,crawled
nationwide_research,Professional Plumbers Denver,plumbing,Denver CO,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local Denver plumber; residential and commercial,https://professional-plumbers-denver.com/,https://professional-plumbers-denver.com/contact-us/,nationwide,info@professional-plumbers-denver.com,https://professional-plumbers-denver.com/contact-us/,medium,crawled
nationwide_research,Brothers Plumbing,plumbing,Denver CO,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned and operated company in Denver,https://www.brothersplumbing.com/,https://www.brothersplumbing.com/contact-us/,nationwide,service@brothersplumbing.com,https://www.brothersplumbing.com/contact-us/,medium,crawled
nationwide_research,Krueger Plumbing Co.,plumbing,Denver CO,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned commercial plumbing contractor,https://www.krueger-plumbing.com/,https://www.krueger-plumbing.com/,nationwide,office@kpco23.com,https://www.krueger-plumbing.com/,medium,crawled
nationwide_research,Blue Sky Plumbing,plumbing,Denver CO,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned and operated for 4 generations,https://www.blueskyplumbing.com/,https://www.blueskyplumbing.com/contact-us/,nationwide,,,,crawled
nationwide_research,Brady Plumbing and Heating,plumbing,Denver CO,Tucker,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner-operated by Tucker Brady; master plumber,https://bradyplumbingco.com/,https://bradyplumbingco.com/contact,nationwide,tuckerbradyplumbing@gmail.com,https://bradyplumbingco.com/contact,high,crawled
nationwide_research,Proper Plumbing LLC,plumbing,Denver CO,Matt,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,solo master plumber Matt; 25+ years experience,https://properplumbingcolorado.com/,https://properplumbingcolorado.com/contact,nationwide,,,,crawled
nationwide_research,Right Away Heating & Air Conditioning,hvac,Denver CO,Jose,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned and operated HVAC company; 25+ years,https://www.rightawayheating.com/,https://www.rightawayheating.com/contact-us,nationwide,jose@rightawayheating.com,https://www.rightawayheating.com/contact-us,high,crawled
nationwide_research,First Choice Heating and Cooling,hvac,Denver CO,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,independent HVAC company in Denver,https://www.firstchoiceheatingcooling.net/,https://www.firstchoiceheatingcooling.net/contact-us,nationwide,firstchoiceheating@hotmail.com,https://www.firstchoiceheatingcooling.net/Contact.html,medium,crawled
nationwide_research,Cedar Creek Mechanical,hvac,Denver CO,David Sutton,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner-operated HVAC company; David Sutton,https://www.ccmdenver.com/,https://www.ccmdenver.com/,nationwide,cedarcreekcs@gmail.com,https://www.ccmdenver.com/,medium,crawled
nationwide_research,Peak HVAC Heating & Air Conditioning,hvac,Denver CO,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner-operated business built on reputation,https://peakheatingandac.com/,https://peakheatingandac.com/,nationwide,,,,crawled
nationwide_research,"Better Built Heating, Cooling & Plumbing",hvac,Denver CO,Ken,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owners Ken & Melanie Reeves; HVAC and plumbing,https://www.betterbuiltheatingandcooling.com/,https://www.betterbuiltheatingandcooling.com/,nationwide,,,,crawled
nationwide_research,Denver General Plumbing Heating Air,hvac,Denver CO,Garrett,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local small business; 20 years experience,https://denvergeneral.net/,https://denvergeneral.net/,nationwide,garrett@denvergeneral.net,https://denvergeneral.net/,high,crawled
nationwide_research,Primary Electrical Services,electrician,Denver CO,Robert,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,"family-owned, Master Electrician-led team; Robert",https://primaryelectricalusa.com/,https://primaryelectricalusa.com/contact-electrician-denver/,nationwide,info@primaryelectricalusa.com,https://primaryelectricalusa.com/contact-electrician-denver/,high,crawled
nationwide_research,Conduit Electric,electrician,Denver CO,Kurt Thomas,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,locally owned and family-operated; led by Kurt Thomas,https://www.conduitelectricco.com/,https://www.conduitelectricco.com/contact,nationwide,kurt@conduitelectricco.com,https://www.conduitelectricco.com/contact,high,crawled
nationwide_research,Monarch Construction & Roofing LLC,roofing,Denver CO,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned team; restoring homes and businesses since 2010,https://www.monarchroofing.com/,https://www.monarchroofing.com/contact-us,nationwide,,,,crawled
nationwide_research,Red Diamond Roofing,roofing,Denver CO,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned and operated business,https://reddiamondroofing.com/,https://reddiamondroofing.com/contact-us/,nationwide,,,,crawled
nationwide_research,A1 Garage Doors,garage_door,Denver CO,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,"local, family-owned company serving Denver",https://a1-doors.com/,https://a1-doors.com/,nationwide,info@a1-doors.com,https://a1-doors.com/contact/,high,crawled
nationwide_research,O'Brien Garage Doors,garage_door,Denver CO,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned and operated garage door business,https://obriendoordenver.com/,https://obriendoordenver.com/contact-us/,nationwide,customercare@obriendoor.com,https://obriendoordenver.com/contact-us/,medium,crawled
nationwide_research,365 Plumbing,plumbing,Las Vegas NV,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned; 24/7 emergency service,https://365plumbingnv.com/,https://365plumbingnv.com/,nationwide,365plumbingnv@gmail.com,https://365plumbingnv.com/,medium,crawled
nationwide_research,Innovative Plumbing Pros,plumbing,Las Vegas NV,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned; bilingual staff,https://innovativeplumbingpros.com/,https://innovativeplumbingpros.com/contact/,nationwide,,,,unreachable
nationwide_research,Plumbing Solutions of Nevada,plumbing,Las Vegas NV,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,independent family owned business; 24/7 emergency service,https://www.plumbingsolutionsofnevada.com/,https://www.plumbingsolutionsofnevada.com/,nationwide,,,,crawled
nationwide_research,MC Plumbing,plumbing,Las Vegas NV,Scott,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,owner Scott Root; 24/7 emergency service,https://www.mcplumbingllc.com/,https://www.mcplumbingllc.com/,nationwide,mcplumbingllc@hotmail.com,https://www.mcplumbingllc.com/,medium,crawled
nationwide_research,Precision Plumbing,plumbing,Las Vegas NV,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family run business; 24/7 emergency service,https://www.precisionplumbinglv.com/,https://www.precisionplumbinglv.com/contact/,nationwide,support@precisionplumbinglv.com,https://www.precisionplumbinglv.com/contact/,high,crawled
nationwide_research,Pure Plumbing & Air,plumbing,Las Vegas NV,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned and operated; 24/7 service,https://www.pureplumbinglv.com/,https://www.pureplumbinglv.com/contact-us/,nationwide,,,,crawled
nationwide_research,DMS Plumbing,plumbing,Las Vegas NV,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned and operated; 24/7 emergency service,https://dmsplumbinglasvegas.com/,https://dmsplumbinglasvegas.com/,nationwide,service@dmsplumbinglasvegas.com,https://dmsplumbinglasvegas.com/,high,crawled
nationwide_research,Village Plumbing,plumbing,Las Vegas NV,Bob,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned and operated; owner Bob mentioned in reviews,https://villageplumbinglv.com/,https://villageplumbinglv.com/,nationwide,,,,crawled
nationwide_research,MG Drain Services,plumbing,Las Vegas NV,Miguel,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned; owner Miguel Garcia personally handles every job,https://mgdrainservices.com/,https://mgdrainservices.com/contact-us/,nationwide,admin@mgdrainservices.com,https://mgdrainservices.com/contact,medium,crawled
nationwide_research,Five Star Mechanical,plumbing,Las Vegas NV,Dallin,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-run HVAC and plumbing crew; Dallin Potter runs Vegas operations,https://fivestarnv.com/,https://fivestarnv.com/,nationwide,,,,crawled
nationwide_research,Aloha Air Conditioning,hvac,Las Vegas NV,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned and operated; 24/7 emergency service,https://www.alohaairconditioning.com/,https://www.alohaairconditioning.com/,nationwide,alohaac@yahoo.com,https://www.alohaairconditioning.com/,medium,crawled
nationwide_research,Black Mountain Air,hvac,Las Vegas NV,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned and operated; residential and commercial services,https://blackmountainair.com/,https://blackmountainair.com/,nationwide,,,,crawled
nationwide_research,Enix Mechanical,hvac,Las Vegas NV,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,independent contractor; residential and commercial,https://www.enixmechanical.com/,https://www.enixmechanical.com/contact/,nationwide,,,,crawled
nationwide_research,North Las Vegas HVAC Experts,hvac,Las Vegas NV,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,independent locally-owned; residential and commercial,https://northlasvegashvacexperts.com/,https://northlasvegashvacexperts.com/,nationwide,info@northlasvegashvacexperts.com,https://northlasvegashvacexperts.com/,medium,crawled
nationwide_research,Mr. Cool Heating & Air Conditioning,hvac,Las Vegas NV,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned and operated; weekend appointments,https://www.mrcoolaclv.com/,https://www.mrcoolaclv.com/,nationwide,,,,crawled
nationwide_research,Nevada Residential Services,hvac,Las Vegas NV,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local air conditioning and heating company; 24/7 emergency service,https://nrs.vegas/,https://nrs.vegas/,nationwide,info@nrs.vegas,https://nrs.vegas/,medium,crawled
nationwide_research,Air Supply Inc,hvac,Las Vegas NV,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned business; over 20 years experience,https://airsupplyinclv.com/,https://airsupplyinclv.com/contact-us/,nationwide,,,,crawled
nationwide_research,Ampere Electric,electrician,Las Vegas NV,Shane,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,3rd generation family owned; owner Shane Viggiani,https://ampereelectricnv.com/,https://ampereelectricnv.com/,nationwide,,,,crawled
nationwide_research,Penny Electric,electrician,Las Vegas NV,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned and operated; locally owned,https://pennyelectric.com/,https://pennyelectric.com/,nationwide,hello@pennyelectric.com,https://pennyelectric.com/,high,crawled
nationwide_research,Origin Electric,electrician,Las Vegas NV,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family owned and operated; local company,https://originelectricnv.com/,https://originelectricnv.com/contact-us/,nationwide,,,,crawled
nationwide_research,Peter & Sons Electric Company,electrician,Las Vegas NV,Peter,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,family-owned business; 24/7 emergency service,https://peterandsonselectric.com/,https://peterandsonselectric.com/,nationwide,,,,crawled
nationwide_research,McNatt Plumbing,plumbing,Tampa FL,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local plumbing in Tampa FL; independent operation,https://mcnattplumbing.com/,https://mcnattplumbing.com/,nationwide,info@mcnattplumbing.com,https://mcnattplumbing.com/,medium,crawled
nationwide_research,The Drain Team,plumbing,Tampa FL,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local plumbing in Tampa FL; independent operation,https://thedrainteam.com/,https://thedrainteam.com/,nationwide,,,,crawled
nationwide_research,Pelky's Dependable Plumbing,plumbing,Tampa FL,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local plumbing in Tampa FL; independent operation,https://www.dependableplumbingtampa.com/,https://www.dependableplumbingtampa.com/,nationwide,,,,crawled
nationwide_research,Alvarez Plumbing,plumbing,Tampa FL,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local plumbing in Tampa FL; independent operation,https://www.alvarezplumbing.com/,https://www.alvarezplumbing.com/,nationwide,,,,crawled
nationwide_research,Cornerstone Plumbing,plumbing,Tampa FL,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local plumbing in Tampa FL; independent operation,https://cornerstoneplumbingcompany.com/,https://cornerstoneplumbingcompany.com/,nationwide,,,,crawled
nationwide_research,Rolando's HVAC,hvac,Tampa FL,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local hvac in Tampa FL; independent operation,https://rolandoshvac.com/,https://rolandoshvac.com/,nationwide,info@rolandoshvac.com,https://rolandoshvac.com/,medium,crawled
nationwide_research,Local AC,hvac,Tampa FL,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local hvac in Tampa FL; independent operation,https://local-ac.com/,https://local-ac.com/contact-us/,nationwide,service@local-ac.com,https://local-ac.com/contact-us/,medium,crawled
nationwide_research,Air Masters,hvac,Tampa FL,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local hvac in Tampa FL; independent operation,https://www.airmasters.net/,https://www.airmasters.net/,nationwide,,,,crawled
nationwide_research,The Comfort Authority,hvac,Tampa FL,Cs,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local hvac in Tampa FL; independent operation,https://thecomfortauthority.com/,https://www.thecomfortauthority.com/contact-us/,nationwide,cs@thecomfortauthority.com,https://www.thecomfortauthority.com/contact-us/,high,crawled
nationwide_research,Acree AC,hvac,Tampa FL,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local hvac in Tampa FL; independent operation,https://acreeair.com/,https://acreeair.com/,nationwide,,,,crawled
nationwide_research,Second Opinion Electric,electrician,Tampa FL,Secondopinionelectric,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local electrician in Tampa FL; independent operation,https://secondopinionelectric.com/,https://secondopinionelectric.com/contact-us/,nationwide,secondopinionelectric@gmail.com,https://secondopinionelectric.com/contact-us/,high,crawled
nationwide_research,Kazar's Electric,electrician,Tampa FL,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local electrician in Tampa FL; independent operation,https://www.kazarselectric.com/,https://www.kazarselectric.com/contact-us-2/,nationwide,info@kazarselectric.com,https://www.kazarselectric.com/contact-us-2/,medium,crawled
nationwide_research,All in One Electrical,electrician,Tampa FL,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local electrician in Tampa FL; independent operation,https://allinoneelectrical.com/,https://allinoneelectrical.com/,nationwide,support@lc.allinoneelectrical.com,https://allinoneelectrical.com/,medium,crawled
nationwide_research,Groves Electric,electrician,Tampa FL,Cgroves,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local electrician in Tampa FL; independent operation,https://www.groveselectricinc.com/,https://www.groveselectricinc.com/contact,nationwide,cgroves@groveselectricinc.com,https://www.groveselectricinc.com/contact,high,crawled
nationwide_research,Buell Electric,electrician,Tampa FL,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local electrician in Tampa FL; independent operation,https://www.buellelectric.com/,https://buellelectric.com/contact-us/,nationwide,service@buellelectric.com,https://buellelectric.com/contact-us/,medium,crawled
nationwide_research,Janney Roofing,roofing,Tampa FL,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local roofing in Tampa FL; independent operation,https://janneyroofing.com/,https://janneyroofing.com/,nationwide,,,,crawled
nationwide_research,All Hours Plumber,plumbing,Tampa FL,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local plumbing in Tampa FL; independent operation,https://allhoursplumber.com/,https://allhoursplumber.com/,nationwide,,,,unreachable
nationwide_research,Larson Plumbing,plumbing,Tampa FL,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local plumbing in Tampa FL; independent operation,https://www.larsonplumbing.net/,https://www.larsonplumbing.net/,nationwide,info@larsonplumbing.net,https://www.larsonplumbing.net/,high,crawled
nationwide_research,ISS Mechanical,hvac,Tampa FL,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,local hvac in Tampa FL; independent operation,https://www.issmechanical.com/,https://www.issmechanical.com/,nationwide,,,,crawled
nationwide_research,Emerald Plumbing,plumbing,Orlando FL,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,24/7 emergency service; repipe specialist,https://www.emeraldplumbing.net/,https://www.emeraldplumbing.net/,nationwide,,,,crawled
nationwide_research,Orlando Plumbing Service,plumbing,Orlando FL,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,residential and commercial; locally owned,https://www.orlandoplumbingservicefl.com/,https://www.orlandoplumbingservicefl.com/,nationwide,orlandoplumbingservice@gmail.com,https://www.orlandoplumbingservicefl.com/,medium,crawled
nationwide_research,Herrell Plumbing,plumbing,Orlando FL,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,24 hour emergency service; serving since 1970,https://www.herrellplumbing.com/,https://www.herrellplumbing.com/,nationwide,herrellplumbing@gmail.com,https://www.herrellplumbing.com/,medium,crawled
nationwide_research,Spegal Plumbing,plumbing,Orlando FL,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,specializing in new construction and residential service; 24/7 support,https://spegalplumbing.com/,https://spegalplumbing.com/,nationwide,info@spegalplumbing.com,https://spegalplumbing.com/,medium,crawled
nationwide_research,Shamrock Plumbing,plumbing,Orlando FL,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,repiping specialists; 24/7 emergency services,https://shamrockplumbingfl.com/,https://shamrockplumbingfl.com/,nationwide,,,,crawled
nationwide_research,Frank Gay Services,plumbing,Orlando FL,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,24/7 emergency service; full suite of plumbing services,https://frankgayservices.com/,https://frankgayservices.com/plumbing-services/,nationwide,ask@frankgayservices.com,https://frankgayservices.com/plumbing-services/,medium,crawled
nationwide_research,Ace Solves It All,plumbing,Orlando FL,Charlie DePari,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,full-service plumbing; founded in 1994,https://www.bestpickreports.com/plumbers/orlando,https://www.bestpickreports.com/plumbers/orlando,nationwide,info@bestpickreports.com,https://www.bestpickreports.com/content/contact-us,medium,crawled
nationwide_research,Plumbing Today,plumbing,Orlando FL,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,"drug-screened, bonded, and background-tested team members",https://www.bestpickreports.com/plumbers/orlando,https://www.bestpickreports.com/plumbers/orlando,nationwide,info@bestpickreports.com,https://www.bestpickreports.com/content/contact-us,medium,crawled
nationwide_research,Pro-Tech Air Conditioning & Plumbing Service,plumbing,Orlando FL,public_contact_form,email,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,premier HVAC and plumbing company,https://www.bestpickreports.com/plumbers/orlando,https://www.bestpickreports.com/plumbers/orlando,nationwide,info@bestpickreports.com,https://www.bestpickreports.com/content/contact-us,medium,crawled
